wheel_f;wheel_r;rail_max
0.42930657;0.265807866;0.249096174
0.428700314;0.265766671;0.248791751
0.428718771;0.265718661;0.248905753
0.426778216;0.270789368;0.253021005
0.449835304;0.287343042;0.264169592
0.193415102;0.141753845;0.158019835
0.196200225;0.143921747;0.158377132
0.200777102;0.147530125;0.158918021
0.209035707;0.157415003;0.172585039
0.20818809;0.157357689;0.17251222
0.193179333;0.144892005;0.158457892
0.208856137;0.153229056;0.155744906
0.541667135;0.483043304;0.399184413
0.539428658;0.482547512;0.397790978
0.539462989;0.482574166;0.397821509
0.699775194;0.658745833;0.536793109
0.649838169;0.706469536;0.515037341
0.676038165;0.730138905;0.529727691
0.654045684;0.718631444;0.504131449
0.652115325;0.717753897;0.490920643
0.635425703;0.681165577;0.518105613
0.657270971;0.728027538;0.484697773
0.472039655;0.568062323;0.357837905
0.511318744;0.599961968;0.378088717
0.473407599;0.621769912;0.341629123
0.473462287;0.621751298;0.341551017
0.492853467;0.652825752;0.350268752
0.491848482;0.652471669;0.350048698
0.473599752;0.658896676;0.338482228
0.473514842;0.658857944;0.339008033
0.470657775;0.655216317;0.336882791
0.471136819;0.657528042;0.356109405
0.471148031;0.657537339;0.356157367
0.235254301;0.230976296;0.231224917
0.232074338;0.228912279;0.229311549
0.216635158;0.243960178;0.205391046
0.319698688;0.127629024;0.175896408
0.313860304;0.123490691;0.172229083
0.315077367;0.12423865;0.173253717
0.278970517;0.113616068;0.155730873
0.278888124;0.113570028;0.156108103
0.253474504;0.111866264;0.145875473
0.255231123;0.124310036;0.150738521
0.302406984;0.124653523;0.168018182
0.480614174;0.30431266;0.28378504
0.480615468;0.304311237;0.283873541
0.451370657;0.288230135;0.272138872
0.451375555;0.288235182;0.272025283
0.454918588;0.274952197;0.259223511
0.455002173;0.274883912;0.259483535
0.451557571;0.271591333;0.257139027
0.119370464;0.039730615;0.069404895
0.11949082;0.040069037;0.067597647
0.119661185;0.040217675;0.068093089
0.132915457;0.050647939;0.071237628
0.132957465;0.050695713;0.071137378
0.132326214;0.050315581;0.071132706
0.131649732;0.047750827;0.07034461
0.165531879;0.061423953;0.08940217
0.166962475;0.064561892;0.090928516
0.397322328;0.230526108;0.226390478
0.153566678;0.196194321;0.152742958
0.153545881;0.196218761;0.152875142
0.153543367;0.19620932;0.152727948
0.166245356;0.195478351;0.163829767
0.158002644;0.203305832;0.155849609
0.156161457;0.201211325;0.154075221
0.155880476;0.201021016;0.154205218
0.138458363;0.182862267;0.13874297
0.141402685;0.184381577;0.141955955
0.195964333;0.129755662;0.140812541
0.194504384;0.128557288;0.139906357
0.194261487;0.128626758;0.139735804
0.194254852;0.128724811;0.140019945
0.194511475;0.128705766;0.139886988
0.189640243;0.123392093;0.136517005
0.189024195;0.122226085;0.138552107
0.35066392;0.255966551;0.2592873
0.373293433;0.275187426;0.274266322
0.369222424;0.273658775;0.272744334
0.369207479;0.273670127;0.273134125
0.123383034;0.080473484;0.097880396
0.114927821;0.078230479;0.09395943
0.140731514;0.091103812;0.109903793
0.17932957;0.119981076;0.105933216
0.199453686;0.136354051;0.117717227
0.715779042;0.620125463;0.473515611
0.700973502;0.641177469;0.556374544
0.651984903;0.593817918;0.507853562
0.078431561;0.068916678;0.064299554
0.082310109;0.068722127;0.064074775
0.079675125;0.066601689;0.062332551
0.079491128;0.066491535;0.062114725
0.116234961;0.036038595;0.059230304
0.03429872;0.010467387;0.01623135
0.034336974;0.010461739;0.016236496
0.038247345;0.011580377;0.018024969
0.038228705;0.01157767;0.01816026
0.051928959;0.012852261;0.025524458
0.051876233;0.012963665;0.025540032
0.069435173;0.026379068;0.030237445
0.164698785;0.054548845;0.084155724
0.148232115;0.068432143;0.081433571
0.149425552;0.068958293;0.082427835
0.150671943;0.074236967;0.084950062
0.134232949;0.072821861;0.079070261
0.139332353;0.078011339;0.080481171
0.138274792;0.07737757;0.079521179
0.138402451;0.077489436;0.079604721
0.139199411;0.079575339;0.080753803
0.162086124;0.093825539;0.093018408
0.162107684;0.093869268;0.093202047
0.185492746;0.120436236;0.107594467
0.222516734;0.127424574;0.120291266
0.220303662;0.129817819;0.120915273
0.339203814;0.228420757;0.212222753
0.3358188;0.220946469;0.222685259
0.243857755;0.097265019;0.132695073
0.16715159;0.177383237;0.157148325
0.171116355;0.195813671;0.159702506
0.163286199;0.198984692;0.152299352
0.162285514;0.197872985;0.151495324
0.162258142;0.197896536;0.151345966
0.167202979;0.193122912;0.157610004
0.167054017;0.193283837;0.157417036
0.164481682;0.183309458;0.15601853
0.164312836;0.18321721;0.156024895
0.344034296;0.356378866;0.339225745
0.333653461;0.349203318;0.332577158
0.333656631;0.349214417;0.332439336
0.150430342;0.158880643;0.152380483
0.452891592;0.417711683;0.361971327
0.420817677;0.416508775;0.380359194
0.384476722;0.372791179;0.332166871
0.384372814;0.372126432;0.334836826
0.387150804;0.372833208;0.352464748
0.377433394;0.371545946;0.35411177
